Produto,Categoria do Produto,Quantidade,Preço Unitário,Nome da Loja,Forma de Pagamento,Estado da Loja,Cidade da Loja,Preço Total
Laptop,Eletrônicos,4,2633.48,Loja Sul,Crédito,RJ,São Paulo,10533.92
Teclado,Eletrônicos,2,1049.42,Loja Oeste,Boleto,SP,Belo Horizonte,2098.84
Headset,Informática,1,4681.32,Loja Norte,Débito,BA,Porto Alegre,4681.32
Laptop,Informática,9,1176.0,Loja Norte,Boleto,RS,Rio de Janeiro,10584.0
Mouse,Eletrônicos,3,2075.68,Loja Centro,Boleto,RS,Rio de Janeiro,6227.039999999999
Teclado,Periféricos,1,816.9,Loja Sul,Boleto,RJ,Rio de Janeiro,816.9
Impressora,Eletrônicos,2,2702.19,Loja Leste,Crédito,MG,Salvador,5404.38
Laptop,Informática,8,1572.81,Loja Leste,Boleto,MG,Belo Horizonte,12582.48
Headset,Periféricos,5,2471.9,Loja Centro,Boleto,MG,Salvador,12359.5
Smartphone,Acessórios,7,1161.85,Loja Leste,Boleto,RS,Rio de Janeiro,8132.949999999999
Webcam,Eletrônicos,6,316.19,Loja Norte,Débito,RJ,Porto Alegre,1897.1399999999999
Smartwatch,Informática,1,3907.17,Loja Leste,Crédito,RJ,Rio de Janeiro,3907.17
Monitor,Acessórios,6,3223.38,Loja Leste,Crédito,MG,Salvador,19340.28
Smartwatch,Eletrônicos,7,1736.66,Loja Norte,Débito,SP,Rio de Janeiro,12156.62
Headset,Eletrônicos,4,285.1,Loja Sul,Crédito,MG,São Paulo,1140.4
Tablet,Periféricos,8,4334.6,Loja Sul,Débito,RS,São Paulo,34676.8
Tablet,Informática,8,890.49,Loja Norte,Crédito,SP,Salvador,7123.92
Smartphone,Acessórios,7,4657.17,Loja Norte,Crédito,RJ,São Paulo,32600.190000000002
Monitor,Eletrônicos,2,2419.05,Loja Oeste,Crédito,BA,Belo Horizonte,4838.1
Impressora,Periféricos,6,1734.91,Loja Oeste,Boleto,SP,Belo Horizonte,10409.460000000001
Smartphone,Acessórios,6,3721.71,Loja Leste,Crédito,RJ,Salvador,22330.260000000002
Smartwatch,Acessórios,7,4390.36,Loja Leste,Boleto,SP,São Paulo,30732.519999999997
Smartphone,Eletrônicos,6,1885.03,Loja Oeste,Boleto,MG,Belo Horizonte,11310.18
Smartwatch,Acessórios,2,2066.35,Loja Leste,Boleto,SP,São Paulo,4132.7
Laptop,Eletrônicos,8,2194.13,Loja Sul,Débito,SP,Rio de Janeiro,17553.04
Tablet,Periféricos,4,4615.5,Loja Sul,Crédito,SP,São Paulo,18462.0
Laptop,Periféricos,9,3478.19,Loja Centro,Crédito,RS,São Paulo,31303.71
Webcam,Acessórios,8,1275.85,Loja Oeste,Crédito,RS,Salvador,10206.8
Monitor,Eletrônicos,3,965.75,Loja Sul,Boleto,MG,Rio de Janeiro,2897.25
Impressora,Informática,3,1190.32,Loja Centro,Crédito,BA,Belo Horizonte,3570.96
Smartwatch,Periféricos,8,1354.64,Loja Norte,Boleto,RS,Belo Horizonte,10837.12
Impressora,Eletrônicos,2,1189.41,Loja Sul,Boleto,BA,São Paulo,2378.82
Smartwatch,Eletrônicos,9,3309.61,Loja Centro,Boleto,RS,Porto Alegre,29786.49
Headset,Eletrônicos,4,623.87,Loja Leste,Boleto,RJ,Porto Alegre,2495.48
Smartphone,Acessórios,6,1967.42,Loja Centro,Crédito,RJ,Belo Horizonte,11804.52
Webcam,Informática,3,3144.02,Loja Sul,Boleto,SP,São Paulo,9432.06
Tablet,Acessórios,3,1489.76,Loja Leste,Débito,BA,São Paulo,4469.28
Smartwatch,Periféricos,3,373.11,Loja Leste,Débito,SP,Rio de Janeiro,1119.33
Impressora,Acessórios,2,455.03,Loja Centro,Débito,SP,Salvador,910.06
Webcam,Eletrônicos,8,673.54,Loja Centro,Boleto,RS,Porto Alegre,5388.32
Mouse,Acessórios,9,4187.42,Loja Sul,Crédito,RS,São Paulo,37686.78
Mouse,Eletrônicos,8,3306.42,Loja Leste,Crédito,SP,Belo Horizonte,26451.36
Laptop,Informática,3,369.39,Loja Oeste,Boleto,RS,Porto Alegre,1108.17
Tablet,Acessórios,7,1985.79,Loja Centro,Boleto,RJ,Salvador,13900.529999999999
Headset,Acessórios,2,1429.0,Loja Oeste,Boleto,RJ,São Paulo,2858.0
Impressora,Acessórios,4,2911.3,Loja Oeste,Débito,BA,Porto Alegre,11645.2
Smartphone,Eletrônicos,6,2637.89,Loja Leste,Boleto,RJ,São Paulo,15827.34
Smartphone,Eletrônicos,5,2431.56,Loja Sul,Boleto,SP,Salvador,12157.8
Impressora,Acessórios,9,1606.84,Loja Oeste,Crédito,MG,Rio de Janeiro,14461.56
Monitor,Acessórios,4,732.11,Loja Sul,Crédito,RS,Porto Alegre,2928.44
Headset,Informática,5,3724.76,Loja Centro,Débito,SP,Salvador,18623.800000000003
Webcam,Informática,4,4405.29,Loja Leste,Débito,RS,Rio de Janeiro,17621.16
Smartwatch,Periféricos,8,4723.55,Loja Norte,Débito,BA,Rio de Janeiro,37788.4
Monitor,Informática,8,340.16,Loja Leste,Débito,SP,Salvador,2721.28
Smartwatch,Informática,3,3712.55,Loja Norte,Boleto,SP,Belo Horizonte,11137.650000000001
Smartwatch,Informática,1,3646.19,Loja Centro,Boleto,SP,Salvador,3646.19
Monitor,Eletrônicos,6,4738.19,Loja Sul,Débito,BA,São Paulo,28429.14
Laptop,Informática,2,1301.93,Loja Centro,Débito,SP,Belo Horizonte,2603.86
Mouse,Informática,2,3723.79,Loja Leste,Crédito,RS,Rio de Janeiro,7447.58
Smartwatch,Acessórios,3,320.4,Loja Norte,Crédito,MG,Porto Alegre,961.1999999999999
Monitor,Eletrônicos,8,3174.67,Loja Norte,Crédito,SP,Rio de Janeiro,25397.36
Monitor,Periféricos,3,1786.7,Loja Leste,Débito,BA,Porto Alegre,5360.1
Teclado,Periféricos,7,3856.1,Loja Leste,Crédito,BA,Porto Alegre,26992.7
Laptop,Informática,9,4323.36,Loja Centro,Débito,SP,Salvador,38910.24
Tablet,Periféricos,8,1855.86,Loja Oeste,Boleto,BA,Salvador,14846.88
Teclado,Periféricos,1,2651.65,Loja Norte,Débito,RJ,Rio de Janeiro,2651.65
Teclado,Periféricos,7,631.15,Loja Leste,Boleto,BA,Salvador,4418.05
Impressora,Informática,7,2113.69,Loja Centro,Boleto,MG,Rio de Janeiro,14795.83
Mouse,Periféricos,8,1835.96,Loja Oeste,Débito,RJ,Salvador,14687.68
Monitor,Informática,5,956.46,Loja Sul,Crédito,RS,Salvador,4782.3
Mouse,Acessórios,9,4477.67,Loja Leste,Débito,RJ,Porto Alegre,40299.03
Headset,Acessórios,9,783.03,Loja Oeste,Crédito,MG,Belo Horizonte,7047.2699999999995
Impressora,Periféricos,8,3196.91,Loja Sul,Boleto,RJ,Salvador,25575.28
Tablet,Acessórios,6,4456.21,Loja Sul,Boleto,SP,Salvador,26737.260000000002
Mouse,Informática,6,4564.24,Loja Centro,Boleto,BA,Rio de Janeiro,27385.44
Smartphone,Acessórios,1,3976.54,Loja Norte,Boleto,SP,Porto Alegre,3976.54
Smartwatch,Periféricos,6,921.9,Loja Leste,Débito,SP,Porto Alegre,5531.4
Headset,Informática,4,4096.29,Loja Oeste,Boleto,SP,Belo Horizonte,16385.16
Laptop,Eletrônicos,4,1419.0,Loja Sul,Crédito,RJ,Belo Horizonte,5676.0
Tablet,Informática,2,4615.87,Loja Norte,Crédito,RS,Belo Horizonte,9231.74
Headset,Acessórios,4,3559.98,Loja Sul,Boleto,BA,Salvador,14239.92
Smartwatch,Eletrônicos,5,3937.07,Loja Leste,Débito,RJ,Rio de Janeiro,19685.350000000002
Impressora,Informática,5,470.91,Loja Leste,Boleto,SP,São Paulo,2354.55
Smartwatch,Eletrônicos,5,2934.69,Loja Centro,Boleto,MG,Rio de Janeiro,14673.45
Teclado,Eletrônicos,4,4114.65,Loja Leste,Crédito,MG,Porto Alegre,16458.6
Smartwatch,Eletrônicos,1,4314.87,Loja Leste,Débito,SP,Belo Horizonte,4314.87
Teclado,Informática,8,191.73,Loja Leste,Débito,RS,São Paulo,1533.84
Impressora,Acessórios,3,4698.84,Loja Norte,Crédito,BA,Porto Alegre,14096.52
Webcam,Informática,2,264.53,Loja Oeste,Crédito,RJ,Belo Horizonte,529.06
Teclado,Acessórios,9,3091.87,Loja Oeste,Crédito,RS,São Paulo,27826.829999999998
Laptop,Informática,7,3482.27,Loja Leste,Débito,MG,Rio de Janeiro,24375.89
Smartwatch,Informática,9,581.36,Loja Oeste,Crédito,SP,Porto Alegre,5232.24
Smartwatch,Informática,2,287.66,Loja Leste,Crédito,RJ,Salvador,575.32
Laptop,Acessórios,9,3935.32,Loja Oeste,Crédito,RS,São Paulo,35417.880000000005
Smartphone,Informática,9,1954.12,Loja Oeste,Boleto,RS,São Paulo,17587.079999999998
Monitor,Eletrônicos,9,580.21,Loja Sul,Débito,RS,Rio de Janeiro,5221.89
Webcam,Informática,4,3825.21,Loja Norte,Débito,RJ,Rio de Janeiro,15300.84
Tablet,Eletrônicos,3,4253.36,Loja Sul,Boleto,BA,Porto Alegre,12760.079999999998
Teclado,Periféricos,6,2957.56,Loja Sul,Débito,RJ,Salvador,17745.36
Laptop,Periféricos,3,848.12,Loja Oeste,Crédito,SP,Belo Horizonte,2544.36
Impressora,Acessórios,9,125.35,Loja Centro,Boleto,RJ,São Paulo,1128.1499999999999
Teclado,Acessórios,3,3518.97,Loja Centro,Crédito,RS,São Paulo,10556.91
Monitor,Periféricos,2,2773.19,Loja Norte,Crédito,BA,Porto Alegre,5546.38
Impressora,Informática,8,3271.45,Loja Leste,Crédito,BA,Belo Horizonte,26171.6
Headset,Informática,6,4075.26,Loja Oeste,Crédito,SP,Belo Horizonte,24451.56
Smartwatch,Informática,8,2199.43,Loja Norte,Débito,SP,Belo Horizonte,17595.44
Headset,Periféricos,7,666.35,Loja Sul,Boleto,MG,Porto Alegre,4664.45
Teclado,Eletrônicos,3,4702.92,Loja Oeste,Boleto,MG,São Paulo,14108.76
Monitor,Acessórios,8,2749.05,Loja Sul,Crédito,MG,Rio de Janeiro,21992.4
Webcam,Eletrônicos,1,3095.71,Loja Norte,Boleto,RJ,São Paulo,3095.71
Teclado,Periféricos,1,4670.39,Loja Centro,Boleto,BA,Rio de Janeiro,4670.39
Laptop,Eletrônicos,8,4661.34,Loja Norte,Crédito,SP,Rio de Janeiro,37290.72
Mouse,Informática,9,2881.87,Loja Oeste,Crédito,MG,Porto Alegre,25936.829999999998
Teclado,Informática,6,1523.18,Loja Oeste,Débito,SP,Belo Horizonte,9139.08
Smartwatch,Eletrônicos,5,4985.71,Loja Leste,Débito,MG,Porto Alegre,24928.55
Smartwatch,Periféricos,2,3420.04,Loja Centro,Crédito,RJ,Rio de Janeiro,6840.08
Teclado,Eletrônicos,9,2071.76,Loja Oeste,Débito,RJ,São Paulo,18645.840000000004
Impressora,Informática,6,2821.19,Loja Centro,Débito,RS,Rio de Janeiro,16927.14
Mouse,Informática,8,2108.38,Loja Oeste,Boleto,SP,Porto Alegre,16867.04
Laptop,Periféricos,9,4447.11,Loja Centro,Crédito,RS,São Paulo,40023.99
Teclado,Eletrônicos,9,2438.37,Loja Norte,Boleto,RJ,Belo Horizonte,21945.329999999998
Impressora,Informática,8,4126.47,Loja Centro,Boleto,RJ,Porto Alegre,33011.76
Smartwatch,Informática,8,4208.87,Loja Sul,Crédito,SP,Salvador,33670.96
Smartwatch,Eletrônicos,3,4130.45,Loja Norte,Boleto,RS,Rio de Janeiro,12391.349999999999
Monitor,Eletrônicos,3,3624.83,Loja Oeste,Débito,RS,Belo Horizonte,10874.49
Teclado,Acessórios,2,4281.64,Loja Oeste,Débito,RS,Belo Horizonte,8563.28
Mouse,Periféricos,1,1966.79,Loja Leste,Débito,SP,São Paulo,1966.79
Smartphone,Periféricos,4,617.58,Loja Sul,Débito,SP,Porto Alegre,2470.32
Mouse,Eletrônicos,2,4220.15,Loja Leste,Débito,SP,Rio de Janeiro,8440.3
Smartwatch,Periféricos,2,2515.93,Loja Norte,Boleto,BA,Salvador,5031.86
Smartwatch,Informática,5,680.51,Loja Leste,Crédito,RJ,Rio de Janeiro,3402.55
Headset,Eletrônicos,4,620.8,Loja Norte,Boleto,BA,Porto Alegre,2483.2
Smartwatch,Eletrônicos,1,838.25,Loja Leste,Boleto,BA,Belo Horizonte,838.25
Laptop,Eletrônicos,9,3767.32,Loja Centro,Débito,RJ,Salvador,33905.880000000005
Tablet,Acessórios,4,3568.74,Loja Norte,Débito,MG,São Paulo,14274.96
Teclado,Periféricos,5,1058.9,Loja Norte,Boleto,MG,Porto Alegre,5294.5
Mouse,Acessórios,7,4242.27,Loja Centro,Boleto,MG,Rio de Janeiro,29695.890000000003
Tablet,Informática,2,1442.41,Loja Centro,Crédito,SP,Porto Alegre,2884.82
Impressora,Periféricos,8,3975.28,Loja Sul,Crédito,SP,São Paulo,31802.24
Smartphone,Acessórios,2,2469.59,Loja Centro,Crédito,RS,Rio de Janeiro,4939.18
Laptop,Eletrônicos,5,3671.17,Loja Leste,Crédito,RS,Salvador,18355.85
Mouse,Acessórios,2,1937.87,Loja Centro,Crédito,BA,Rio de Janeiro,3875.74
Tablet,Eletrônicos,2,1768.35,Loja Centro,Débito,RS,Rio de Janeiro,3536.7
Smartphone,Acessórios,4,4214.73,Loja Norte,Crédito,SP,São Paulo,16858.92
Headset,Acessórios,4,224.75,Loja Norte,Boleto,BA,Rio de Janeiro,899.0
Laptop,Acessórios,8,4874.95,Loja Centro,Débito,RS,Porto Alegre,38999.6
Laptop,Eletrônicos,6,3258.49,Loja Sul,Boleto,RS,Belo Horizonte,19550.94
Headset,Acessórios,8,2190.79,Loja Norte,Débito,MG,São Paulo,17526.32
Teclado,Periféricos,7,3158.87,Loja Leste,Débito,SP,São Paulo,22112.09
Headset,Periféricos,4,657.57,Loja Leste,Crédito,BA,São Paulo,2630.28
Laptop,Periféricos,2,2594.56,Loja Centro,Boleto,RJ,Porto Alegre,5189.12
Laptop,Eletrônicos,9,4926.22,Loja Centro,Crédito,RS,Porto Alegre,44335.98
Tablet,Eletrônicos,2,1214.58,Loja Sul,Boleto,SP,Porto Alegre,2429.16
Smartwatch,Periféricos,1,3625.28,Loja Centro,Boleto,BA,Porto Alegre,3625.28
Smartphone,Periféricos,8,2203.11,Loja Oeste,Crédito,SP,Rio de Janeiro,17624.88
Headset,Periféricos,9,3279.67,Loja Oeste,Crédito,SP,São Paulo,29517.03
Smartphone,Informática,1,1064.19,Loja Centro,Débito,BA,São Paulo,1064.19
Headset,Periféricos,7,2378.8,Loja Oeste,Débito,MG,Salvador,16651.600000000002
Impressora,Acessórios,2,4901.46,Loja Leste,Débito,MG,Belo Horizonte,9802.92
Laptop,Informática,6,1016.67,Loja Centro,Boleto,RS,Rio de Janeiro,6100.0199999999995
Smartwatch,Informática,5,3200.4,Loja Leste,Crédito,MG,Belo Horizonte,16002.0
Tablet,Eletrônicos,1,2899.21,Loja Leste,Débito,RS,Rio de Janeiro,2899.21
Smartwatch,Acessórios,2,2847.01,Loja Oeste,Crédito,RS,Rio de Janeiro,5694.02
Smartwatch,Eletrônicos,2,3094.86,Loja Sul,Débito,BA,Rio de Janeiro,6189.72
Smartwatch,Eletrônicos,6,2536.08,Loja Leste,Débito,SP,São Paulo,15216.48
Smartphone,Acessórios,1,133.81,Loja Oeste,Crédito,RJ,Belo Horizonte,133.81
Headset,Eletrônicos,4,4505.48,Loja Sul,Débito,RJ,Belo Horizonte,18021.92
Webcam,Acessórios,5,4143.55,Loja Oeste,Crédito,MG,Porto Alegre,20717.75
Impressora,Acessórios,2,912.13,Loja Oeste,Débito,BA,Belo Horizonte,1824.26
Mouse,Eletrônicos,2,2095.7,Loja Centro,Crédito,RJ,Porto Alegre,4191.4
Smartwatch,Periféricos,7,3864.22,Loja Norte,Débito,SP,Salvador,27049.539999999997
Teclado,Eletrônicos,7,4901.31,Loja Sul,Débito,RS,Porto Alegre,34309.170000000006
Smartphone,Informática,6,4758.13,Loja Oeste,Boleto,RS,Rio de Janeiro,28548.78
Tablet,Eletrônicos,1,4501.83,Loja Leste,Crédito,BA,São Paulo,4501.83
Mouse,Acessórios,3,833.95,Loja Leste,Débito,MG,Rio de Janeiro,2501.8500000000004
Webcam,Informática,9,4576.65,Loja Norte,Boleto,SP,Salvador,41189.85
Teclado,Acessórios,1,4398.3,Loja Sul,Crédito,MG,São Paulo,4398.3
Webcam,Periféricos,2,1915.9,Loja Centro,Débito,MG,Salvador,3831.8
Mouse,Periféricos,8,2002.89,Loja Sul,Débito,BA,Rio de Janeiro,16023.12
Smartwatch,Informática,7,2326.55,Loja Leste,Débito,RS,São Paulo,16285.850000000002
Teclado,Periféricos,9,3298.07,Loja Leste,Crédito,MG,Salvador,29682.63
Webcam,Periféricos,4,1341.14,Loja Centro,Boleto,MG,Porto Alegre,5364.56
Tablet,Eletrônicos,4,163.59,Loja Centro,Débito,SP,Belo Horizonte,654.36
Headset,Eletrônicos,7,749.09,Loja Leste,Boleto,RS,Rio de Janeiro,5243.63
Laptop,Periféricos,1,2228.57,Loja Oeste,Crédito,MG,Porto Alegre,2228.57
Headset,Periféricos,9,1445.91,Loja Oeste,Crédito,RJ,Salvador,13013.19
Mouse,Eletrônicos,2,3834.36,Loja Centro,Débito,RJ,Salvador,7668.72
Smartphone,Periféricos,1,578.12,Loja Oeste,Débito,RS,São Paulo,578.12
Laptop,Periféricos,7,4591.45,Loja Centro,Débito,RS,Porto Alegre,32140.149999999998
Impressora,Acessórios,6,4481.87,Loja Sul,Boleto,BA,Salvador,26891.22
Tablet,Periféricos,3,4548.35,Loja Sul,Boleto,MG,São Paulo,13645.050000000001
Impressora,Informática,1,3711.07,Loja Sul,Débito,RJ,Belo Horizonte,3711.07
Teclado,Acessórios,5,579.65,Loja Centro,Crédito,RJ,Belo Horizonte,2898.25
Laptop,Informática,4,2218.78,Loja Centro,Crédito,RS,São Paulo,8875.12
Impressora,Periféricos,5,700.46,Loja Oeste,Débito,RS,Porto Alegre,3502.3
Impressora,Eletrônicos,1,4939.11,Loja Oeste,Boleto,SP,São Paulo,4939.11
Webcam,Acessórios,1,1698.54,Loja Oeste,Crédito,SP,São Paulo,1698.54
Headset,Eletrônicos,5,2947.39,Loja Norte,Boleto,RS,Porto Alegre,14736.949999999999
Webcam,Acessórios,6,3908.0,Loja Centro,Débito,SP,Belo Horizonte,23448.0
Laptop,Eletrônicos,5,4607.05,Loja Sul,Boleto,RS,Salvador,23035.25
Laptop,Acessórios,2,3789.96,Loja Sul,Boleto,RS,Belo Horizonte,7579.92
Mouse,Acessórios,9,3388.79,Loja Norte,Boleto,BA,Porto Alegre,30499.11
Webcam,Informática,5,2356.61,Loja Norte,Crédito,SP,Rio de Janeiro,11783.050000000001
Monitor,Eletrônicos,5,3046.73,Loja Sul,Boleto,MG,Porto Alegre,15233.65
Headset,Informática,9,516.11,Loja Centro,Boleto,MG,Belo Horizonte,4644.99
Laptop,Informática,3,4425.42,Loja Sul,Boleto,BA,Belo Horizonte,13276.26
Mouse,Eletrônicos,5,2741.7,Loja Sul,Débito,MG,Porto Alegre,13708.5
Webcam,Acessórios,5,248.67,Loja Norte,Boleto,MG,Porto Alegre,1243.35
Headset,Informática,2,4603.52,Loja Norte,Boleto,BA,Porto Alegre,9207.04
Webcam,Eletrônicos,4,2472.04,Loja Oeste,Crédito,RJ,Belo Horizonte,9888.16
Impressora,Acessórios,2,4349.52,Loja Norte,Débito,BA,São Paulo,8699.04
Mouse,Informática,5,4291.6,Loja Sul,Boleto,BA,Rio de Janeiro,21458.0
Headset,Informática,2,4087.97,Loja Oeste,Crédito,SP,São Paulo,8175.94
Smartwatch,Informática,9,353.94,Loja Sul,Crédito,MG,Belo Horizonte,3185.46
Teclado,Acessórios,6,1272.98,Loja Centro,Boleto,MG,São Paulo,7637.88
Teclado,Informática,8,4383.96,Loja Centro,Crédito,RJ,Porto Alegre,35071.68
Headset,Acessórios,9,4500.01,Loja Norte,Crédito,BA,Salvador,40500.090000000004
Webcam,Periféricos,8,2317.44,Loja Oeste,Crédito,RS,Porto Alegre,18539.52
Mouse,Informática,5,2228.21,Loja Leste,Crédito,RJ,Rio de Janeiro,11141.05
Teclado,Periféricos,5,916.95,Loja Centro,Boleto,RJ,Porto Alegre,4584.75
Mouse,Eletrônicos,6,4843.63,Loja Centro,Boleto,MG,Salvador,29061.78
Teclado,Informática,1,1105.04,Loja Centro,Crédito,MG,Belo Horizonte,1105.04
Impressora,Eletrônicos,8,995.14,Loja Centro,Boleto,MG,São Paulo,7961.12
Webcam,Eletrônicos,2,3320.61,Loja Norte,Boleto,MG,Porto Alegre,6641.22
Impressora,Eletrônicos,6,1252.08,Loja Oeste,Crédito,RJ,São Paulo,7512.48
Teclado,Periféricos,9,4696.92,Loja Centro,Crédito,BA,Rio de Janeiro,42272.28
Smartwatch,Acessórios,3,103.99,Loja Norte,Crédito,MG,São Paulo,311.96999999999997
Smartwatch,Periféricos,2,78.48,Loja Oeste,Boleto,SP,Rio de Janeiro,156.96
Impressora,Periféricos,5,2549.14,Loja Oeste,Boleto,RJ,Rio de Janeiro,12745.699999999999
Smartwatch,Eletrônicos,9,2465.91,Loja Leste,Débito,RS,Porto Alegre,22193.19
Teclado,Informática,6,858.65,Loja Sul,Débito,RS,Salvador,5151.9
Headset,Acessórios,8,2497.87,Loja Centro,Crédito,BA,São Paulo,19982.96
Impressora,Eletrônicos,8,2087.72,Loja Norte,Débito,RJ,Rio de Janeiro,16701.76
Smartphone,Acessórios,7,4457.13,Loja Oeste,Boleto,RJ,Rio de Janeiro,31199.91
Webcam,Periféricos,5,95.81,Loja Leste,Débito,RJ,Rio de Janeiro,479.05
Smartwatch,Acessórios,2,4882.54,Loja Sul,Débito,SP,Belo Horizonte,9765.08
Smartwatch,Acessórios,5,3140.74,Loja Oeste,Crédito,SP,São Paulo,15703.699999999999
Laptop,Informática,7,801.63,Loja Oeste,Boleto,MG,São Paulo,5611.41
Monitor,Eletrônicos,7,281.46,Loja Centro,Boleto,RS,Rio de Janeiro,1970.2199999999998
Impressora,Acessórios,2,2713.62,Loja Sul,Boleto,SP,São Paulo,5427.24
Tablet,Acessórios,7,1212.71,Loja Sul,Boleto,RS,São Paulo,8488.970000000001
Smartwatch,Periféricos,6,1540.77,Loja Norte,Débito,RJ,Belo Horizonte,9244.619999999999
Webcam,Periféricos,7,1263.4,Loja Leste,Crédito,SP,Rio de Janeiro,8843.800000000001
Smartphone,Acessórios,8,3268.35,Loja Norte,Débito,RS,São Paulo,26146.8
Smartwatch,Eletrônicos,4,2789.97,Loja Leste,Boleto,SP,Salvador,11159.88
Smartphone,Acessórios,1,435.97,Loja Norte,Crédito,RJ,Rio de Janeiro,435.97
Teclado,Acessórios,8,2656.31,Loja Leste,Crédito,RJ,São Paulo,21250.48
Teclado,Informática,8,3966.39,Loja Centro,Boleto,RJ,Belo Horizonte,31731.12
Monitor,Eletrônicos,3,451.91,Loja Leste,Boleto,MG,Salvador,1355.73
Headset,Informática,3,4454.21,Loja Norte,Crédito,RS,Porto Alegre,13362.630000000001
Tablet,Eletrônicos,5,2912.62,Loja Sul,Boleto,MG,Porto Alegre,14563.099999999999
Laptop,Eletrônicos,3,4755.59,Loja Oeste,Boleto,BA,Salvador,14266.77
Monitor,Eletrônicos,5,783.3,Loja Leste,Boleto,BA,Porto Alegre,3916.5
Mouse,Informática,8,4968.15,Loja Leste,Boleto,SP,Salvador,39745.2
Laptop,Informática,1,3239.15,Loja Sul,Crédito,SP,São Paulo,3239.15
Impressora,Informática,2,2859.1,Loja Centro,Crédito,SP,Porto Alegre,5718.2
Webcam,Periféricos,2,2600.63,Loja Norte,Débito,MG,Porto Alegre,5201.26
Mouse,Informática,4,167.09,Loja Centro,Débito,RJ,Salvador,668.36
Mouse,Periféricos,9,4701.21,Loja Leste,Crédito,SP,São Paulo,42310.89
Monitor,Periféricos,2,3237.77,Loja Leste,Débito,SP,São Paulo,6475.54
Headset,Periféricos,9,503.55,Loja Centro,Boleto,BA,Rio de Janeiro,4531.95
Monitor,Acessórios,7,153.71,Loja Norte,Boleto,RJ,Rio de Janeiro,1075.97
Impressora,Acessórios,8,301.38,Loja Leste,Crédito,MG,São Paulo,2411.04
Smartwatch,Acessórios,1,3066.51,Loja Leste,Débito,RJ,Salvador,3066.51
Smartwatch,Periféricos,5,3089.38,Loja Centro,Boleto,BA,Belo Horizonte,15446.900000000001
Headset,Periféricos,9,2523.35,Loja Oeste,Débito,MG,Belo Horizonte,22710.149999999998
Impressora,Eletrônicos,4,1568.49,Loja Sul,Crédito,RS,Rio de Janeiro,6273.96
Headset,Periféricos,2,2682.13,Loja Leste,Crédito,SP,Porto Alegre,5364.26
Smartphone,Acessórios,6,2605.69,Loja Norte,Débito,MG,Belo Horizonte,15634.14
Smartwatch,Periféricos,2,146.11,Loja Oeste,Crédito,BA,Porto Alegre,292.22
Mouse,Periféricos,3,1448.22,Loja Centro,Boleto,RJ,Porto Alegre,4344.66
Tablet,Eletrônicos,8,313.27,Loja Centro,Boleto,MG,São Paulo,2506.16
Webcam,Periféricos,3,4505.77,Loja Norte,Débito,BA,Belo Horizonte,13517.310000000001
Impressora,Informática,2,3639.85,Loja Oeste,Débito,MG,Belo Horizonte,7279.7
Laptop,Eletrônicos,6,4980.77,Loja Norte,Crédito,SP,Porto Alegre,29884.620000000003
Headset,Periféricos,3,1545.75,Loja Leste,Crédito,RJ,Porto Alegre,4637.25
Webcam,Periféricos,1,4398.5,Loja Oeste,Débito,RJ,São Paulo,4398.5
Laptop,Eletrônicos,3,3035.12,Loja Sul,Crédito,MG,Salvador,9105.36
Webcam,Periféricos,6,2292.97,Loja Sul,Débito,BA,Belo Horizonte,13757.82
Tablet,Acessórios,3,1151.74,Loja Norte,Débito,SP,Belo Horizonte,3455.2200000000003
Laptop,Informática,9,3705.04,Loja Sul,Boleto,SP,São Paulo,33345.36
Monitor,Informática,7,4525.5,Loja Norte,Crédito,MG,São Paulo,31678.5
Teclado,Acessórios,5,1214.78,Loja Leste,Débito,RS,Salvador,6073.9
Monitor,Periféricos,2,918.18,Loja Leste,Boleto,MG,Porto Alegre,1836.36
Smartwatch,Periféricos,9,3496.3,Loja Norte,Débito,SP,Belo Horizonte,31466.7
Teclado,Informática,5,4886.02,Loja Leste,Crédito,RJ,Porto Alegre,24430.100000000002
Monitor,Periféricos,7,3762.28,Loja Sul,Boleto,MG,Belo Horizonte,26335.960000000003
Teclado,Informática,9,1458.67,Loja Leste,Crédito,MG,São Paulo,13128.03
Teclado,Informática,4,2128.78,Loja Sul,Boleto,RJ,São Paulo,8515.12
Mouse,Acessórios,9,1952.37,Loja Sul,Crédito,MG,São Paulo,17571.329999999998
Headset,Informática,1,4267.87,Loja Centro,Débito,BA,Salvador,4267.87
Headset,Periféricos,6,3868.29,Loja Leste,Débito,RJ,Belo Horizonte,23209.739999999998
Mouse,Periféricos,2,2965.43,Loja Leste,Débito,RJ,São Paulo,5930.86
Webcam,Eletrônicos,8,1411.05,Loja Norte,Crédito,RJ,Salvador,11288.4
Smartphone,Periféricos,5,4693.04,Loja Norte,Boleto,SP,Porto Alegre,23465.2
